""	"TCGA.61.2610"	"TCGA.13.0889"	"TCGA.24.1103"	"TCGA.23.1111"	"TCGA.23.2641"	"TCGA.61.1741"	"TCGA.OY.A56P"	"TCGA.09.2049"	"TCGA.24.2267"	"TCGA.13.1487"	"TCGA.04.1646"	"TCGA.13.0920"	"TCGA.61.1914"	"TCGA.59.2354"	"TCGA.24.1843"	"TCGA.24.2289"	"TCGA.10.0930"	"TCGA.13.1481"	"TCGA.25.2391"	"TCGA.04.1331"	"TCGA.23.1114"	"TCGA.13.0916"	"TCGA.24.1846"	"TCGA.13.1504"	"TCGA.20.1687"	"TCGA.29.1688"	"TCGA.29.1693"	"TCGA.23.1110"	"TCGA.29.1768"	"TCGA.42.2588"	"TCGA.24.2035"	"TCGA.04.1362"	"TCGA.24.1552"	"TCGA.04.1356"	"TCGA.24.2024"	"TCGA.61.1915"	"TCGA.24.2261"	"TCGA.09.1675"	"TCGA.13.0805"	"TCGA.13.0717"	"TCGA.09.2053"	"TCGA.24.1474"	"TCGA.13.1510"	"TCGA.04.1361"	"TCGA.61.1737"	"TCGA.13.0795"	"TCGA.23.1123"	"TCGA.23.1118"	"TCGA.04.1369"	"TCGA.13.0791"	"TCGA.24.1562"	"TCGA.24.2260"	"TCGA.57.1992"	"TCGA.61.1910"	"TCGA.29.1691"	"TCGA.24.2298"	"TCGA.13.0794"	"TCGA.61.1913"	"TCGA.42.2591"	"TCGA.13.0887"	"TCGA.25.2398"	"TCGA.61.2095"	"TCGA.36.2547"	"TCGA.61.1899"	"TCGA.23.1021"	"TCGA.13.0804"	"TCGA.29.1769"	"TCGA.61.2016"	"TCGA.24.1435"	"TCGA.13.1495"	"TCGA.23.1027"	"TCGA.25.2392"	"TCGA.59.2352"	"TCGA.36.2545"	"TCGA.61.1738"	"TCGA.20.1682"	"TCGA.36.2532"	"TCGA.42.2593"	"TCGA.30.1714"	"TCGA.24.1927"	"TCGA.13.1494"	"TCGA.24.1469"	"TCGA.09.0365"	"TCGA.29.1699"	"TCGA.25.1319"	"TCGA.61.2104"	"TCGA.61.1740"	"TCGA.31.1959"	"TCGA.61.2087"	"TCGA.10.0931"	"TCGA.13.0923"	"TCGA.29.1764"	"TCGA.23.2645"	"TCGA.42.2590"	"TCGA.09.0364"	"TCGA.13.1483"	"TCGA.OY.A56Q"	"TCGA.29.1763"	"TCGA.04.1648"	"TCGA.04.1336"
"BRAF"	84.4224441118168	93.6820589376974	87.2788280514829	103.623859602316	118.542665974316	98.43690582588	95.3713919295714	85.8313493648158	103.179877359461	93.9745787444488	99.3295020673412	89.2502191140501	100.540527419073	92.6733063956022	85.5705792717599	111.052573290316	106.798788616277	104.853128112915	97.0896994394905	88.090144633244	102.553862365229	87.2986190046511	111.838841675711	112.564972653784	126.592943425762	122.220247393116	101.7847522548	94.9046075077066	101.470758514608	93.1879222362519	103.479499528789	113.644778620713	111.915470476404	126.636324408817	100.475640022662	89.4188862148468	93.7258020668271	99.8620225441044	97.9107064759787	111.293676260383	107.560787996918	101.264287120466	91.9681318722411	111.580496021794	109.259876279595	104.079674834463	101.477505295312	84.6826160691442	82.2651528086674	85.1315779390877	102.020455344407	99.4307698699243	94.3984616756271	109.337078760318	105.273522162999	99.9717693047803	105.447221680557	100.814247889543	111.94450409798	104.826624954741	106.974879165887	87.8738967745114	106.676315084677	99.2720863698929	88.2783336638932	102.254533619893	106.88964009113	86.9989898314991	99.8055316404393	101.748078350218	103.255832754789	112.659683294067	98.8430372405909	92.5306218781152	89.0081432803716	103.365218744715	99.2373266783963	92.1936639861742	96.993876070628	113.887354988117	124.851599229659	102.903495213366	107.480653101943	108.493549391024	96.7679154610241	112.386129426152	104.002808638588	84.709678528357	106.983140344327	110.662029156556	101.002299255676	112.129025116819	92.7915628253061	98.8853473530012	100.329555569751	98.2608176600122	104.586260359583	94.2545442629503	95.0873909292498	99.5406363203573
"B2M"	100.498064757797	77.8392606849503	91.0419246534906	109.844424175613	116.941286112024	88.365358214847	98.8850426515772	95.0176026865241	98.3127870849043	92.7396525600895	92.1137684727455	99.4199444996813	98.9621244550624	90.2702480559509	84.0536193000057	106.88319083348	83.8619516738316	107.016976790542	110.589919330534	97.9519148687943	95.8838205207664	106.318944202799	87.4519325499826	103.301406942221	109.170378072082	102.326978787804	87.0867768333199	116.321935839152	115.302173156859	115.749213411307	92.0314847111757	87.4243390816368	108.589733828159	110.331581110671	98.0231813931371	106.90420365517	85.8355383457512	92.8276097944016	99.4397087270388	120.906877969696	94.8881033901143	103.331630337125	96.5657323955498	97.0043175759242	113.084804440829	101.119708573109	97.2609641824906	110.916004726054	104.457123935015	105.990026416487	91.3659648292231	104.743775444884	108.448738287393	86.3800893388102	91.6446255724148	82.4109937330555	109.183702196708	100.594840865958	103.564432732563	90.6547720788428	98.8170277220062	102.725500621501	85.026967975429	107.469222346069	102.788054590821	113.581455568924	95.7301184636963	102.175804988227	106.306163081286	92.2315003954034	92.9578903515232	101.98582972709	102.55172108218	97.6729847348316	109.292133970556	85.7126132685572	113.080291558415	109.283812046442	96.5600764270817	99.7804349283447	95.2913134894361	121.128124585835	80.8034249269006	105.606888171851	108.900530914161	101.652295361622	100.296723300594	101.397261036579	111.355048080682	84.4738399095423	105.327032258848	104.29970969712	107.501270823999	107.789609644585	95.3569036947417	96.2214958695148	103.093609380342	106.450871068762	117.209234154234	100.292799824211
"USP34"	102.829925217661	91.7345005852647	102.541095341077	120.389439060366	88.8680865947056	114.767147058702	98.1018977571371	108.280381505559	97.8143212885232	109.115080610741	95.2384990858725	111.38474321245	96.6052003445758	88.4013320267597	108.393576307788	97.768810836699	94.7889862912879	121.238221357361	118.75215483891	112.908348318886	82.9124323164382	91.2868138336689	90.9299290806294	103.098897887553	99.619732640255	99.8228110658786	88.6354871093512	104.457405909747	92.0587517010458	103.865110114185	95.2596442540838	105.105334548986	114.083496402421	107.663789142804	112.379228120959	101.078074809872	111.11840394652	85.0712220177833	120.673773120728	102.445237660723	106.219397230683	103.654010884801	100.482034058122	83.7248333124763	97.825631878171	88.1060599265921	107.17833363291	116.96654538797	92.9040293052999	106.38064454114	81.779997187436	94.2965273437052	101.871581661377	100.999679038275	97.2156118221762	95.1620108800047	82.1343294164525	118.547220851444	98.0251468541556	110.140198547858	97.6285098509774	106.089054677295	102.533969143774	116.568151412638	90.3511850384583	88.2546052026474	86.1882144416548	85.7591333364195	98.0783106586533	94.9733828266666	110.05189153952	94.6080377963986	114.51100838094	106.551430134896	99.2129281592102	90.1603362256156	101.137268285729	115.261291313707	100.802167876117	83.661485707957	118.815292069509	104.59668015342	85.4107695577613	100.857574718429	109.653105884137	107.386706493517	87.6808915954187	87.1930268954746	113.299264638348	101.904756152572	101.814459439802	95.0865188313502	94.7990391053271	81.4883724293345	87.02132322988	98.9568703553297	94.9261538347114	98.6254933330738	104.342421137126	96.6992282005564
"DNAH10"	91.0189399375393	115.774573875905	114.133697991622	88.7898321484927	95.3113380616923	108.144174318205	110.583524330187	115.486243233996	108.737815933218	101.540024436543	101.040629003808	80.8793610655968	118.708678781467	83.5175007973737	116.712895849165	84.5018860498144	85.4110877339829	115.265107167542	102.141020141666	100.289053545893	85.5685018887823	96.680277176119	102.652591368299	103.329765894409	97.2453247645972	93.989638768902	123.823788622069	103.716663494499	129.582454206917	93.0544728306661	84.9981921915965	109.587566417847	96.045712990674	108.647984421392	100.242202885129	94.5082790528874	113.9151349041	89.1938234985557	104.515679205587	103.674061423799	82.5933167126905	121.086530482993	80.541044265855	91.8684798488883	96.5606726763496	101.945399401628	93.5285996911868	95.4859921268987	108.117017251266	82.8120068665999	93.7442634873182	114.044148112364	101.344756892419	95.5155556902734	102.797619363388	98.6015348500403	103.611951991158	85.7887446812078	108.106430731295	108.199901470512	99.3682156561408	104.137897968221	94.6723612784819	92.1022076449651	101.104776167689	119.007260403828	90.886236084465	91.3030302493786	84.310986396721	79.8321707406695	93.6572468770286	103.499450427912	88.6712258124901	136.495326817192	109.994598845992	114.120632284216	105.582979566745	97.7613174740476	108.742780994966	96.6282805472203	115.678368028763	77.2245390032179	91.6282003385617	94.1333972689008	94.2076960400659	110.28734749683	112.942996544424	108.595633663942	87.880947602158	86.9766557344834	99.6844453238042	97.3541470521323	95.8257569552462	84.2876420992171	92.5897478701245	93.9851736834545	94.9172366856977	109.622081625358	90.4980384259043	114.268558282994
"SI"	99.0177932717818	97.6382367227756	99.7687899049646	100.373548132061	93.2977393087825	101.934942000455	101.778041379134	87.8092561269644	92.463077753233	83.6514545996708	107.727332338011	98.4867871440108	82.0570830638732	119.876826714426	98.6762524244196	106.795741493742	111.025272318235	96.7985012844685	109.676102021442	95.6802235849116	91.2634079817572	95.7399789945017	111.482824862901	84.5689704547685	88.847457675815	102.891733719471	105.841219752222	92.9140736088006	90.9005794984689	100.179293284398	105.528965194746	100.552601022623	92.7078365284824	98.2484322600941	99.7610522789643	89.3470372587202	102.965160572995	103.268194735163	105.233004056141	102.960698721925	88.5095096592785	92.4203758976006	101.090742157282	98.5205085404036	116.344516924664	109.464885465064	103.9328829902	111.433706064451	113.469267813868	99.6028111706677	90.9459954532139	101.704811823825	98.3711817028581	107.896685614937	110.132533808695	99.5375458670191	114.389777421682	107.871164234981	90.374981027995	106.251220240213	95.0371535137033	102.822177958489	108.003027587246	95.579489595656	98.6590218167409	90.6273787147998	91.7213554452056	109.423219147218	100.751304398784	101.86340745021	102.15584409251	102.527722391722	101.535420467193	91.0878944111768	103.117187549465	92.0746570217299	111.561844112143	94.4433718783223	121.300367120598	102.336309571448	102.86675724497	106.638726927435	93.2619247250068	113.024454844719	86.9218910773955	123.110384484086	93.6437306185494	84.4975835424112	91.6714329344694	102.358153180497	106.81051127521	103.124881201918	97.052281455415	114.38417845659	108.040892478037	103.005469205237	107.269051106719	97.1111279494765	120.395184359458	107.11693534339
"CEP290"	83.7542058462496	89.4516582010767	104.112369642158	113.325204190994	96.3377158559046	105.680986983405	111.280306376032	101.614018036753	110.265856886598	111.009717597386	97.3897668072723	98.2338844139492	100.864455714351	112.878132625698	102.309319011761	111.96115427321	123.299624964918	104.470048243229	86.1884696921675	91.6770624742543	93.7334817947821	108.198430595758	104.467459810067	105.249259409246	90.2470374442639	105.118779150281	106.246178427161	93.9784495527714	103.973472992959	91.3113507715185	92.4779893609788	99.4971069519955	97.0597896392448	97.8668317760467	101.090172578987	94.3240007454117	91.145856813497	91.0980469706081	111.478948959878	93.7859262687061	93.8631069199312	70.4728869466044	112.005304111792	103.068399461461	98.7790349894542	97.7559452533361	108.081357964401	93.1518442091165	93.6986674247591	96.6924753286062	107.718728364463	95.3356100996695	120.29219337857	101.434675321986	86.5863117691804	102.650701499518	92.5517968827149	103.285556508926	97.2713260017973	101.605821802224	105.576787397255	98.9201112616358	91.2123418689216	87.2736334859004	107.746890419248	103.532400749773	114.487322848495	91.326583512623	104.611133428948	92.1749720172799	115.773446095874	98.2658098257532	84.3933757459222	96.8139369019667	98.4457398494399	101.257101843554	97.9051422043078	79.4421173680503	88.2847270397088	108.684400844181	104.510672567312	108.223863877816	110.683048564413	75.7253724197108	107.286963013883	78.0038406070902	110.947802324614	105.968980279714	102.627965816503	109.57439551041	101.279542647718	95.3874549310503	107.661731476164	83.5305740708723	96.6178940062828	113.10836828897	113.259890075535	82.0107011687679	91.7637887455042	94.1674119096224
"MYH4"	104.667352679626	97.3751507684111	106.487309604484	105.887402016717	108.074758483288	112.066108325347	102.254474198663	100.787295673415	108.534286549731	108.482781075907	100.01538040538	93.1617895917932	92.6677631406453	95.9962539345705	92.8340265656259	114.682653025416	102.486730975422	107.371036564987	83.542779154351	108.886713731029	78.8683413545218	113.502048615616	112.300171611479	85.7629086858053	99.0474569627172	97.0867408310553	114.958675400803	101.959860740309	98.7192616816724	81.0730659368417	102.959830061084	111.204389556408	98.2592548173772	98.7647543158496	102.148711011788	101.387934325139	93.1767283152072	96.7664324591327	102.449322601724	94.7246637277706	99.8653684822203	95.04905736913	93.2226502246037	109.321882506678	96.7387274155825	99.431480218384	93.1184410495425	123.644050260085	108.693126555502	106.849936364881	109.012589362737	93.9925772568936	104.42576188971	109.105713442807	101.522966669373	105.082894954678	86.3137469534885	84.9971598799915	107.154354693027	119.590394177595	107.976166010196	82.6514666932127	105.006488115419	108.135298094723	102.701685130538	104.9440781363	114.376357702125	121.823861409598	93.8084726304839	89.7538878399162	96.8285590725819	108.538089168063	106.130030449584	92.5507898831758	99.5520318864074	99.0235604004197	96.1722609946816	105.845808377211	96.7727339330923	96.9757932950915	106.083359731804	108.835231401509	96.8161117908473	93.0822567402736	108.884218904689	97.2499681691803	102.147266048326	95.803979044066	100.736393206738	106.431093140481	107.192480577607	100.664393499493	112.550848034848	118.394716753819	99.1821922535986	99.7579778363431	91.605451094027	98.7641630495114	100.652648089826	101.580999908908
"RELN"	105.562607627819	117.533692562258	100.618625059945	87.6922570631416	100.994719459934	110.302902706252	97.7119650569419	101.657866620192	99.3397873142835	90.9937215972642	100.025052056706	93.0400659217975	118.615248309818	97.8064709190966	105.396729057961	86.5728287825956	119.86588756677	87.1883688867	90.7311312688343	112.279382074386	114.871574869062	94.4500413578901	100.706314450326	98.5437154464266	104.007279485236	111.262617010323	116.298657208887	101.001035101557	103.284380985016	95.5309768148337	98.8739483776459	87.5260474679373	93.213207992692	92.366596824704	105.339148178164	83.5380692992226	101.8261483777	116.034340343262	97.5612112480105	105.951125694424	113.789138892084	110.615609523602	108.958997809421	97.0097229369126	89.5056664512611	106.643273337448	89.7746431078939	95.102431126002	109.917030750018	106.065567539959	94.7177870344006	105.259297603673	94.4211273100341	105.110389103399	88.0158349855033	96.463381207195	114.868067628095	85.6265850642437	102.804191358505	100.23175306506	115.367941249989	104.029319666071	66.2544892022052	102.751399951586	104.893012906457	84.1271643789232	107.012479645611	89.2447919707983	94.9370713930577	99.3597226919966	114.425170694784	128.4849317943	105.046749389162	100.149531048662	89.5796472585525	93.448944107022	92.7180305941909	85.4596024213721	96.4105222661891	98.1916742776922	98.4697232252932	111.319632599939	103.342720306307	103.393057321914	99.1254937171361	86.846374951395	92.1478018494059	118.45867517904	99.9987970179556	89.5017742129077	109.416956881356	94.9065503222798	92.263704544765	103.015621407792	97.1612349990523	89.3770359825103	99.0902486869595	108.237889514635	95.4336541730646	91.2838442474688
"CDH9"	115.556652313987	93.2381008030143	109.030965530627	98.0688513838856	78.694200008082	118.694813090436	94.4199562418358	123.532422318524	94.6562031972797	102.263984643968	88.3214733740607	112.867997356493	106.378877312627	116.420735504225	123.678085201925	98.098616129941	98.5679790742946	88.1150713270933	111.615238015337	91.136719986218	80.2984763870401	106.650224720055	93.5375527538272	101.009712536803	108.994211385889	91.3425598357724	110.257012103637	97.9494449478554	102.495904357969	104.827552925457	118.794164905079	105.233243416522	92.65874852431	94.5359507956435	106.845837891679	88.702394411998	99.3869390270933	112.158431294781	112.633996052708	99.2349415678427	108.786401033127	86.7442524746698	104.955437511988	114.818538415087	96.5383336196354	101.228605793792	116.857207728285	105.030253000745	95.9277779046579	94.5260742333571	94.9687613789075	114.215400148771	92.975734270279	92.709108457975	101.023856153351	93.9385401881339	94.0443755835646	102.903867112174	113.28345103741	104.775947449983	99.8652141416488	94.5919361268093	90.9901567259447	104.754489730406	98.1335499542682	103.514683838364	107.423742761084	79.4523568534949	98.0833820360157	100.224021766282	90.2811287169673	98.0356675925451	96.3165628410098	107.874187067651	86.6564392245741	97.5439124859552	89.200776319486	98.565646202035	96.127583357951	95.1907916650966	105.827516282338	101.138955182082	87.6869014783656	101.972393407185	81.6320826426664	107.713466825987	109.013322231277	111.372283865758	89.0693450654587	103.156825291595	106.4394533761	90.9920000240563	91.5871669709407	74.7297931632119	88.0166691985242	101.093846908701	100.973660204479	102.82747285385	107.047128172458	113.220555754117
"PCDHB8"	87.4740361803445	113.606170071967	83.4757998732089	109.546109786346	106.710593764193	101.922095982623	115.33950589059	94.8000268838226	109.587982106203	113.583724132082	98.1730202134385	99.1040992980337	104.578471974077	98.4940049184614	92.4413978048144	114.994002950061	90.9337701618743	108.598823603821	120.034684939487	94.2498475618371	99.6264401804405	99.6736984559654	81.9765057944746	109.948974688566	112.172773138342	97.1837653094628	68.6940311904447	81.5362501068505	107.198284885774	112.742184348688	90.5113940385164	99.0778006482873	113.061016335647	103.664809635835	79.0064407879746	88.1125245506403	96.8216704891905	98.6912994392357	92.1772622344184	83.6130734672498	104.556050681856	100.497626998417	91.505793396794	86.6922682349859	98.5483249768434	100.319040058723	98.1951330304181	123.20848239271	107.072897847658	123.560399707174	112.115752101938	92.4086196661733	107.206200323773	101.269403761487	98.9883103300775	105.441293036241	95.1961096075377	90.0763933670198	76.9349818850724	109.136056199735	98.8270860083964	95.812245865409	103.845916133824	95.9751883506648	110.037980591262	101.220723432695	98.0675092659068	109.922712668152	112.050771978475	99.0801833924693	96.8406703635704	111.982003833831	90.754257840346	102.45131495924	94.5067191021095	94.2848076573223	111.612566058313	99.7057389169569	96.1319557249224	104.698096813321	111.2119413483	99.7307153296382	110.806392611571	99.9463894912842	107.813180461278	114.877107608389	123.371339742679	82.3816741772971	82.6640232137223	95.6327783716049	82.8441054051704	97.8665607173461	103.971768038301	105.275019322872	83.8522741374794	92.6678970582168	86.32837249738	88.3801500173671	79.5763665018098	99.2933278644394
