Sample_ID	Coordinate1	Coordinate2	Sample_Type
CALU1_LUNG	0.208637069785619	-0.723920689356389	Cell_Line
EBC1_LUNG	-0.0994047614189964	-0.543570203361738	Cell_Line
EPLC272H_LUNG	-0.470610817499721	-0.371348451931455	Cell_Line
HARA_LUNG	0.059345530965153	-0.731239511727999	Cell_Line
HCC15_LUNG	0.636767720312185	-0.769886646612924	Cell_Line
HCC95_LUNG	-0.477144140063799	-0.104930302740039	Cell_Line
HLFA_LUNG	3.458777238522	2.22738072907064	Cell_Line
KNS62_LUNG	-0.19328818076338	-0.630721421929843	Cell_Line
LC1F_LUNG	-0.273485743802339	-0.145561665135605	Cell_Line
LC1SQSF_LUNG	-0.258136646432211	-0.145545838722473	Cell_Line
LK2_LUNG	0.0176871621257831	-0.402183378930144	Cell_Line
LOUNH91_LUNG	-0.696849976185621	0.95993718201171	Cell_Line
LUDLU1_LUNG	-0.25831648845308	-0.340914771734089	Cell_Line
NCIH1385_LUNG	-1.23824444565098	0.228263440680371	Cell_Line
NCIH1869_LUNG	-0.536997199015445	-0.279919990385683	Cell_Line
NCIH2170_LUNG	-0.36749822620908	-0.245772535375578	Cell_Line
NCIH226_LUNG	0.966327991437796	-1.68282318507477	Cell_Line
NCIH520_LUNG	-0.264760555473766	-0.396005436946181	Cell_Line
RERFLCAI_LUNG	-0.809180544317561	0.45718841306477	Cell_Line
RERFLCSQ1_LUNG	-0.454634692042279	-0.223711871264876	Cell_Line
SKMES1_LUNG	-0.246882507905108	-0.442568756406363	Cell_Line
SQ1_LUNG	-0.862693274020686	-0.412157375759025	Cell_Line
SW1573_LUNG	-0.52442496921765	-0.24031054059048	Cell_Line
SW900_LUNG	-0.358098286999119	-0.131281519591229	Cell_Line
VMRCLCP_LUNG	0.0938851885117532	-0.304196417552356	Cell_Line
TCGA.18.3406	0.534853377260469	-0.64380910161433	Tumor
TCGA.18.3407	-0.499955428296531	0.0434893595704341	Tumor
TCGA.18.3408	0.559468820649482	0.497314495377205	Tumor
TCGA.18.3409	-0.137039175979837	0.278031103140369	Tumor
TCGA.18.3410	0.261793047919321	0.279390447045368	Tumor
TCGA.18.3411	-0.133599894462676	0.028871560565558	Tumor
TCGA.18.3412	-0.36538534992009	0.077352598108718	Tumor
